,ID,Salary,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
1842,1842,200000,Noida,m,1991-01-05,74.0,state board,2008.0,65.4,state board,13473,2,B.Tech/B.E.,computer science & engineering,68.0,13473.0,0,Uttar Pradesh,2013,500,580,665,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.2718,0.5454,-0.4511,,-0.2859
1843,1843,525000,Pune,m,1987-10-05,76.0,mp board,2005.0,84.0,mp board,928,2,B.Tech/B.E.,information technology,64.0,928.0,0,Madhya Pradesh,2010,544,535,485,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,-0.7794,1.3549,1.2923
1844,1844,215000,Bhubaneswar,m,1991-06-15,86.0,hsce,2008.0,68.69,chse,5818,2,B.Tech/B.E.,computer science & engineering,82.5,5818.0,0,Orissa,2012,445,475,485,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.626,0.3448,-0.4891,,-1.2354
1845,1845,185000,Indore,m,1988-09-05,,state board,,49.0,state board,5807,2,MCA,computer application,78.0,5807.0,0,Madhya Pradesh,2013,385,435,320,0.23780283983757,375,-1,315,-1,-1,-1,-1,0.8463,0.2124,0.9322,,0.8637
1846,1846,335000, Chennai,m,1987-10-29,82.9,0,2005.0,91.5,0,6609,2,M.Tech./M.E.,electronics and communication engineering,88.2,6609.0,1,Tamil Nadu,2012,505,605,445,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-1.6538,0.5008,-0.9245,-0.29027,-0.7615
1847,1847,325000,-1,m,1991-04-10,,cbse,2009.0,67.0,state board,8421,2,B.Tech/B.E.,electronics and communication engineering,64.0,8421.0,1,Karnataka,2013,730,520,590,0.538386892985096,375,333,-1,-1,-1,-1,-1,1.1336,1.3779,1.2396,1.1601,1.0554
1848,1848,200000,mohali,m,1991-09-05,79.8,cbse,2009.0,66.8,cbse,14363,2,B.Tech/B.E.,computer science & engineering,73.12,,0,Punjab,2014,580,510,340,0.953899775079926,375,-1,530,-1,-1,-1,-1,-0.5899,0.0459,1.2396,0.2727,-0.4776
1849,1849,325000,-1,m,1990-04-15,83.66,cbse,2007.0,80.0,cbse,7765,2,B.Tech/B.E.,electronics and communication engineering,75.22,7765.0,0,Uttar Pradesh,2012,495,655,605,0.694479327708463,255,366,-1,-1,-1,-1,-1,1.5644,1.5444,1.2396,-1.3753,0.0973
1850,1850,470000,Hyderabad,m,1991-02-23,88.0,0,2008.0,78.0,0,124,2,B.Tech/B.E.,computer engineering,80.0,124.0,0,Orissa,2012,315,455,635,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.6538,0.3838,0.0552,1.23732999999999,0.0284
1851,1851,120000,Hyderabad,m,1993-05-13,79.0,state board,2010.0,89.2,state board,14342,2,B.Tech/B.E.,information technology,71.0,14342.0,0,Andhra Pradesh,2014,370,505,330,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.99,1.3779,1.8543,0.5262,0.2889
1852,1852,600000,"Rayagada, Odisha",m,1991-03-18,94.8,cbse,2008.0,81.2,cbse,436,1,B.Tech/B.E.,other,90.32,436.0,0,Uttarakhand,2013,675,525,795,-1.0,385,-1,-1,420,-1,-1,-1,-0.3027,-0.7866,-0.4511,0.0192,-0.0943
1853,1853,700000,Gurgaon,m,1988-12-20,81.6,icse,2008.0,75.6,punjab state board of technical education & industrial training,10950,1,B.Tech/B.E.,electronics and communication engineering,82.1,10950.0,0,Punjab,2011,555,554,605,0.694479327708463,-1,366,-1,-1,-1,-1,-1,-1.8083,-0.4353,0.672,-1.3478,-0.9194
1854,1854,655000,gurgaon,f,1992-08-31,92.6,cbse,2010.0,94.6,cbse,849,1,B.Tech/B.E.,computer science & engineering,83.0,849.0,0,Uttar Pradesh,2014,710,640,650,0.486747008438193,675,-1,376,-1,-1,-1,-1,-0.7335,-0.4536,0.6248,0.5262,-0.4776
1855,1855,145000,Bangalore,m,1991-07-31,85.0,cbse,,77.06,cbse,1859,2,B.Tech/B.E.,computer science & engineering,80.6,1859.0,0,Karnataka,2013,545,485,560,0.744758354008939,625,-1,438,-1,-1,-1,-1,,0.7119,-0.1437,0.3995,1.6302
1856,1856,130000,mohali,m,1988-11-15,60.0,"bihar secondary education board,patna",2006.0,54.66,intermediate council patna,175,2,B.Tech/B.E.,computer science & engineering,75.0,175.0,0,Punjab,2012,545,350,500,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.7027,0.3789,0.4711,-0.4879,-0.0943
1857,1857,360000,Noida,m,1991-02-08,82.4,cbse,2008.0,82.2,cbse,5904,2,B.Tech/B.E.,computer engineering,76.6,5904.0,0,Uttar Pradesh,2012,515,485,585,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,0.2366,,-0.6035
1858,1858,400000,Pune,f,1990-09-19,85.6,cbse,2009.0,84.4,cbse,893,2,B.Tech/B.E.,computer science & engineering,71.8,893.0,0,Uttar Pradesh,2014,755,425,605,0.899843843549198,544,-1,-1,-1,-1,-1,-1,-1.4517,-0.1206,-0.1437,,-3.3518
1859,1859,450000,Noida,m,1991-05-27,82.6,cbse,2009.0,79.8,cbse,8195,1,B.Tech/B.E.,information technology,80.05,8195.0,1,Delhi,2013,650,605,545,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.0154,-0.2871,-0.2974,-0.4879,-2.0105
1860,1860,155000,Kolkata,f,1990-08-02,68.25,state board,,61.0,state board,12992,2,B.Tech/B.E.,electronics & telecommunications,73.95,12992.0,1,West Bengal,2014,455,530,655,0.943272157866555,305,452,-1,-1,-1,-1,-1,0.5591,0.9117,0.01,-0.3612,0.7941
1861,1861,170000,Hyderabad,m,1992-07-18,77.66,state board,2009.0,90.7,state board,15854,2,B.Tech/B.E.,computer science & engineering,69.5,15854.0,1,Telangana,2013,580,580,560,0.23780283983757,455,-1,315,-1,-1,-1,-1,-2.1698,-0.1206,0.3174,-0.4879,0.0973
1862,1862,325000,KOLKATA,m,1990-03-21,87.0,cbse,2008.0,73.0,cbse,3427,2,B.Tech/B.E.,information technology,75.0,3427.0,0,Orissa,2012,685,395,464,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.3447,0.0328,-0.4891,0.2973,0.0284
1863,1863,200000,Bangalore,m,1993-07-01,70.3,state board,,73.2,state board,11869,2,B.Tech/B.E.,electronics and communication engineering,67.46,11869.0,0,Andhra Pradesh,2014,420,350,295,0.338786347219528,295,292,-1,-1,-1,-1,-1,1.8517,0.3789,-0.7585,-0.6147,0.6721
1864,1864,570000,Noida,m,1991-01-01,67.16,up board,2008.0,72.0,up board,66,2,B.Tech/B.E.,computer engineering,76.02,66.0,0,Uttar Pradesh,2012,590,545,695,0.942116551485008,575,-1,-1,-1,-1,-1,-1,0.6646,0.8518,-0.2714,-0.0552,0.8183
1865,1865,260000,Gurgaon,m,1990-10-10,77.6,cbse,2008.0,72.6,cbse,5147,2,B.Tech/B.E.,computer science & engineering,63.22,5147.0,0,Jammu and Kashmir,2012,475,645,735,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-1.1644,-0.2871,-1.2196,2.4278,0.0973
1866,1866,360000,Pune,m,1990-06-24,,state board,2007.0,74.8,state board,4504,2,B.Tech/B.E.,electronics and communication engineering,78.16,,0,Madhya Pradesh,2013,380,415,620,0.338786347219528,-1,292,-1,-1,-1,-1,-1,-1.0208,-0.1206,0.01,-0.2344,-0.2859
1867,1867,100000,-1,m,1989-12-29,80.6,central board of secondary education,2008.0,73.2,central board of secondary education,6814,2,B.Tech/B.E.,computer engineering,76.3,,0,West Bengal,2012,625,595,575,0.450876584483451,395,433,-1,-1,-1,-1,-1,-0.1855,0.9688,-0.1988,0.2679,0.5024
1868,1868,240000,Jaipur,m,1992-06-11,67.17,rbse,2009.0,61.23,rbse,12289,2,B.Tech/B.E.,computer science & engineering,64.0,12289.0,1,Rajasthan,2013,415,440,650,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.2718,-2.1186,-1.9881,-0.1076,-2.3937
1869,1869,180000,Gurgaon,f,1986-09-13,86.4,0,2004.0,81.6,0,285,1,B.Tech/B.E.,computer application,75.2,285.0,0,Punjab,2011,445,635,605,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-1.1901,1.1248,0.3817,-0.7603,0.6603
1870,1870,145000,Pune,m,1992-11-27,87.07,state board,,71.5,state board,11664,2,B.Tech/B.E.,information technology,76.0,11664.0,0,Maharashtra,2014,440,365,235,0.622642915849938,365,-1,407,-1,-1,-1,-1,1.2772,-0.9531,0.3174,-1.6289,0.6721
1871,1871,100000,Chennai,m,1991-03-15,86.0,state board,2008.0,77.0,state board,526,2,B.Tech/B.E.,electronics and electrical engineering,80.0,526.0,0,Tamil Nadu,2013,310,475,355,0.444617716881577,315,-1,-1,-1,393,-1,-1,0.7027,0.2124,-0.2974,0.0192,1.0554
1872,1872,360000,-1,m,1990-10-06,80.8,0,2008.0,82.0,0,1638,2,B.Tech/B.E.,computer engineering,73.3,1638.0,0,Uttar Pradesh,2012,525,495,515,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.3014,0.9688,-1.2148,1.0611,0.0284
1873,1873,415000,-1,m,1990-10-02,76.0,cbse,2008.0,79.0,cbse,11476,2,B.Tech/B.E.,computer engineering,73.0,11476.0,1,Karnataka,2013,580,580,840,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.2628,1.1248,0.3817,0.5323,0.4234
1874,1874,300000,Chennai,f,1991-12-15,72.45,state board,2009.0,73.63,state board,451,2,B.Tech/B.E.,electronics and communication engineering,66.45,451.0,1,Tamil Nadu,2013,615,460,310,-1.0,455,-1,-1,-1,-1,-1,-1,-0.8772,0.2124,0.1637,0.1459,-0.4776
1875,1875,290000,KOLKATA,m,1990-11-03,76.8,state board,2009.0,83.6,state board,2066,2,B.Tech/B.E.,information technology,84.8,2066.0,1,West Bengal,2013,665,570,690,0.842248322257836,395,-1,469,-1,-1,-1,-1,-1.0208,-0.7866,-1.2196,0.2727,-0.8608
1876,1876,300000,Pune,f,1992-05-10,93.38,state board,2010.0,78.5,state board,11973,1,B.Tech/B.E.,civil engineering,65.7,11973.0,1,Maharashtra,2014,545,605,680,0.679644640924472,-1,-1,-1,-1,-1,-1,388,0.2718,-0.4536,0.4711,,0.0973
1877,1877,200000,-1,m,1991-05-12,71.0,state board,2007.0,69.0,state board,14910,2,B.Tech/B.E.,electronics and communication engineering,64.28,14910.0,0,Uttar Pradesh,2012,500,460,545,0.943272157866555,-1,452,-1,-1,-1,420,-1,-0.4463,0.2124,0.01,-0.6147,1.0554
1878,1878,145000,NOIDA,m,1991-07-01,68.2,cbse,2010.0,60.0,cbse,17782,2,B.Tech/B.E.,information technology,72.23,17782.0,0,Uttarakhand,2014,440,340,340,0.356536487724475,415,-1,346,-1,-1,-1,-1,-2.1698,-0.1206,0.3174,-0.8682,-0.2859
1879,1879,325000,-1,m,1991-08-23,79.6,cbse,2009.0,70.2,cbse,14019,2,B.Tech/B.E.,electronics and communication engineering,77.94,14019.0,0,Haryana,2013,555,645,750,0.655766942617211,435,-1,-1,-1,-1,366,-1,-1.4517,0.3789,0.3174,,-0.0943
1880,1880,360000,-1,m,1987-07-26,62.0,cbse,2005.0,61.0,cbse,10950,1,M.Tech./M.E.,computer science & engineering,72.0,10950.0,0,Punjab,2012,575,575,404,0.486747008438193,495,-1,376,-1,-1,-1,-1,0.99,0.8784,0.7785,-0.7415,0.2889
1881,1881,410000,-1,m,1990-10-01,74.0,up board,2006.0,76.6,up board,198,2,B.Tech/B.E.,mechanical engineering,73.6,198.0,0,Uttar Pradesh,2012,475,575,615,0.958682016566051,-1,-1,-1,538,-1,-1,-1,-0.5719,1.2028,-0.8157,0.41483,-0.2875
1882,1882,345000,Bangalore,m,1992-02-05,71.8,cbse,2009.0,73.0,cbse,4979,2,B.Tech/B.E.,computer science & engineering,76.0,4979.0,0,West Bengal,2014,630,605,545,0.486747008438193,525,-1,376,-1,-1,-1,-1,0.7027,-0.4536,1.2396,,1.4386
1883,1883,180000,New Delhi,m,1989-02-14,71.2,cbse,2007.0,60.0,"board of technicaleducation ,delhi",1129,2,B.Tech/B.E.,electronics and communication engineering,50.0,1129.0,0,Rajasthan,2011,445,445,465,0.0587928000083534,-1,200,-1,-1,-1,393,-1,-2.4266,0.5008,-0.0537,1.4724,0.1864
1884,1884,310000,Chennai,m,1993-04-10,86.5,state board,2010.0,90.7,state board,15022,1,B.Tech/B.E.,,60.9,15022.0,0,Tamil Nadu,2014,395,325,310,0.77657832422745,-1,-1,-1,-1,366,393,-1,0.4155,-0.1206,0.9322,0.653,0.0973
1885,1885,320000,-1,f,1991-01-01,83.66,state board,2008.0,97.1,staae board,2929,2,B.Tech/B.E.,mechanical engineering,81.49,,0,Andhra Pradesh,2012,554,684,585,0.490636955889964,-1,-1,-1,383,-1,-1,-1,0.8578,0.8128,-1.5051,1.7662,-0.6035
1886,1886,400000,Pune,m,1990-05-13,,cbse,2008.0,62.8,cbse,3238,2,B.Tech/B.E.,electronics and communication engineering,70.9,3238.0,0,Madhya Pradesh,2012,605,570,515,0.649389714846691,565,356,-1,-1,-1,-1,-1,-0.3027,1.2114,-0.1437,0.653,-0.0943
1887,1887,300000,Bangalore,m,1991-03-16,78.83,icse,2008.0,80.5,icse,2550,1,B.Tech/B.E.,electronics and communication engineering,69.1,2550.0,0,Uttarakhand,2013,595,520,605,0.649389714846691,475,356,-1,-1,-1,-1,-1,-0.4463,0.5454,1.3933,-0.7415,0.8637
1888,1888,390000,Pune,m,1990-07-30,73.06,0,2008.0,73.67,0,8535,2,B.Tech/B.E.,mechanical engineering,59.5,8535.0,0,Maharashtra,2012,395,485,415,0.978855302392712,-1,-1,-1,564,-1,-1,-1,-0.4173,0.3448,-1.2148,-0.2902,-0.7615
1889,1889,220000,Hyderabad,f,1992-01-29,83.5,board of ssc,2009.0,83.8,board of intermediate,9557,2,B.Tech/B.E.,computer science & engineering,71.7,9557.0,1,Telangana,2013,465,470,475,0.144789889482462,485,-1,284,-1,-1,-1,-1,-0.0154,1.0449,-0.1437,-0.4879,0.8637
1890,1890,240000,Pune,m,1990-05-16,66.0,state board,2008.0,62.0,state board,9081,2,MCA,computer application,71.0,9081.0,1,Maharashtra,2014,290,400,200,0.356536487724475,395,-1,346,-1,-1,-1,-1,0.7027,-0.1206,-0.1437,-0.4879,1.6302
1891,1891,45000,-1,f,1991-05-05,78.0,state board,2009.0,76.0,state board,7269,2,B.Tech/B.E.,electronics and communication engineering,73.0,7269.0,1,Telangana,2013,405,400,355,0.538386892985096,325,333,-1,-1,-1,260,-1,-0.7335,-0.1206,-2.1418,,-1.0524
1892,1892,300000,-1,m,1990-08-24,67.8,cbse,2008.0,65.6,cbse,400,1,B.Tech/B.E.,other,79.8,400.0,0,Madhya Pradesh,2013,485,465,545,-1.0,565,-1,346,-1,-1,-1,-1,0.7027,0.2124,-1.527,-0.6147,-1.0524
1893,1893,400000,Indore,m,1992-08-29,88.4,cbse,2009.0,91.0,cbse,1622,2,B.Tech/B.E.,computer engineering,70.35,1622.0,0,Madhya Pradesh,2013,590,595,680,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.4155,1.2114,0.3174,-0.7415,0.6721
1894,1894,420000,punr,f,1988-04-10,84.8,mp board bhopal,2006.0,78.66,mp board bhopal,974,2,B.Tech/B.E.,computer engineering,69.47,974.0,0,Maharashtra,2011,435,565,455,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.0464,0.1888,0.672,0.7673,0.5024
1895,1895,250000,Gurgaon,m,1992-08-10,70.0,state board,2009.0,77.4,state board,9737,2,B.Tech/B.E.,computer science & engineering,83.0,9737.0,0,Uttar Pradesh,2014,335,505,595,0.953899775079926,515,-1,530,-1,-1,-1,-1,0.2718,0.2124,-0.1437,-0.3612,0.2889
1896,1896,270000,Noida,m,1989-01-24,49.0,up,2005.0,52.0,up,5690,2,B.Tech/B.E.,,68.0,5690.0,0,Uttar Pradesh,2011,545,375,565,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.880999999999999,-1.5273,-0.344,,-0.9194
1897,1897,200000,Gurgaon,f,1988-08-23,84.0,cbse,2006.0,71.0,cbse,2528,2,B.Tech/B.E.,electronics and communication engineering,73.5,2528.0,0,Uttar Pradesh,2012,535,460,340,0.985461394326131,325,500,-1,-1,-1,-1,-1,0.3555,0.1888,0.672,,-0.406
1898,1898,265000,Gurgaon,m,1992-10-12,82.0,cbse,2010.0,78.0,cbse,57,2,B.Tech/B.E.,electronics and communication engineering,64.0,57.0,0,Haryana,2014,395,495,575,0.991397583740291,-1,516,438,-1,-1,-1,-1,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245
1899,1899,75000,New Delhi,m,1990-10-11,54.0,state,,63.0,state,6434,2,B.Tech/B.E.,electronics and communication engineering,71.0,6434.0,0,Uttarakhand,2012,385,485,355,0.694479327708463,-1,366,-1,-1,-1,340,-1,,0.0328,0.9623,0.884829999999999,-0.168999999999999
1900,1900,305000,Chennai,m,1994-07-08,68.8,state board,2012.0,86.0,cbse,272,2,B.Tech/B.E.,computer engineering,76.05,272.0,0,Punjab,2014,570,535,590,0.978799292641428,515,-1,561,-1,-1,-1,-1,-1.5953,0.2124,-1.0659,-0.4879,-0.6692
1901,1901,110000,Banglore ,m,1991-02-01,64.48,kseeb,2008.0,52.34,puboard,10342,2,B.Tech/B.E.,electronics & telecommunications,63.0,10342.0,1,Karnataka,2012,455,365,495,0.124502074009537,-1,233,-1,-1,-1,286,-1,1.1283,-0.1232,0.0914,0.2973,-0.5245
1902,1902,300000,Bangalore,m,1992-09-26,84.83,cbse,2010.0,82.4,cbse,903,2,B.Tech/B.E.,computer science & engineering,74.14,903.0,0,Uttar Pradesh,2014,665,595,705,0.744758354008939,505,-1,438,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.5021,-0.2859
1903,1903,310000,Gurgaon,m,1988-06-23,70.6,icse,2007.0,79.6,icse,48,1,B.Tech/B.E.,computer science & engineering,75.3,48.0,1,Delhi,2013,440,415,575,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.4208,1.2114,1.0859,-0.3612,1.6302
1904,1904,350000,Noida,m,1990-08-28,78.0,cbse,2009.0,72.0,cbse,47,1,B.Tech/B.E.,computer science & engineering,71.34,47.0,1,Delhi,2014,535,460,620,0.744758354008939,495,-1,438,-1,-1,-1,-1,-0.3027,0.2124,-1.0659,0.2727,0.0973
1905,1905,630000,Bangalore,m,1990-05-20,80.0,state board,2007.0,70.0,state board,974,2,B.Tech/B.E.,electronics & telecommunications,66.0,974.0,0,Maharashtra,2011,555,425,325,0.824666400671332,455,400,-1,-1,-1,393,-1,-1.3447,0.5008,-1.6502,,0.0284
1906,1906,650000,Bangalore,m,1990-08-20,70.5,up board,,82.8,up board,70,2,B.Tech/B.E.,computer engineering,67.52,70.0,0,Uttar Pradesh,2012,555,645,620,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.159,-0.1206,-0.1437,0.1459,-0.0943
1907,1907,410000,Mumbai,m,1991-12-25,90.4,cbse,2009.0,80.4,cbse,48,1,B.Tech/B.E.,information technology,74.0,48.0,1,Delhi,2013,325,555,705,0.635978756456794,445,-1,-1,-1,-1,-1,-1,,0.5454,0.9322,0.5262,-1.0524
1908,1908,180000,kolkata,m,1986-05-16,51.0,0,2003.0,51.0,0,4889,2,MCA,computer application,74.0,4889.0,1,Tamil Nadu,2011,375,405,395,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2009,-1.2153,-0.7794,-0.5253,-0.2875
1909,1909,200000,Asifabadbanglore,f,1992-03-20,78.72,state board,2010.0,69.88,state board,979,2,B.Tech/B.E.,computer science & engineering,70.42,979.0,1,Karnataka,2014,450,410,320,0.744758354008939,445,-1,438,-1,-1,-1,-1,,0.0459,-0.4511,-0.3612,-0.0943
1910,1910,325000,Mysore,m,1989-12-27,76.2,cbse,2009.0,67.6,cbse,6739,2,B.Tech/B.E.,computer science & engineering,62.37,6739.0,0,Haryana,2013,455,505,330,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,1.0449,0.1637,-0.7415,0.2889
1911,1911,240000,Kolkata,m,1992-07-10,77.0,state board,2009.0,69.0,state board,4979,2,B.Tech/B.E.,electronics and communication engineering,84.1,4979.0,0,West Bengal,2013,490,590,655,-1.0,385,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.4711,,0.6721
1912,1912,170000,Bhopal,m,1989-09-06,71.4,state board,,68.8,state board,547,2,MCA,computer application,79.1,547.0,0,Madhya Pradesh,2013,395,425,590,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-1.7389,-2.1186,-2.2954,0.0192,-1.8189
1913,1913,240000,-1,m,1989-02-03,73.8,icse,,71.0,cbse,8634,2,B.Tech/B.E.,other,58.3,8634.0,0,Maharashtra,2013,640,595,595,-1.0,515,-1,469,-1,-1,-1,-1,0.8463,0.2124,0.6248,-0.8682,1.247
1914,1914,400000,Gurgaon,m,1989-08-29,72.3,cbse,2006.0,95.0,andhra board,64,2,B.Tech/B.E.,information technology,70.0,64.0,0,Uttar Pradesh,2010,454,515,625,0.308400582860308,355,333,-1,-1,-1,-1,-1,0.0464,0.3448,-0.9245,-0.9953,0.6603
1915,1915,380000,kolkata,m,1990-01-26,77.0,0,2007.0,73.4,0,252,2,B.Tech/B.E.,information technology,77.07,252.0,1,West Bengal,2012,355,455,515,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.880999999999999,-1.5273,-1.0697,0.40413,-1.5513
1916,1916,100000,New Delhi,f,1993-01-17,89.6,cbse,2010.0,74.6,cbse,12666,2,B.Tech/B.E.,electronics & telecommunications,71.2,12666.0,0,Uttar Pradesh,2014,425,610,555,0.649389714846691,-1,356,-1,-1,-1,286,-1,-0.8772,-0.4536,-0.1437,,-0.0943
1917,1917,400000,-1,m,1989-06-14,78.8,cbse,2007.0,53.8,nios,2819,2,B.Tech/B.E.,computer engineering,67.72,2819.0,0,Uttar Pradesh,2012,505,435,515,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.3555,0.5008,0.672,-0.2902,-0.9194
1918,1918,300000,Bangalore,m,1991-11-01,92.0,karnataka,2009.0,72.0,karnataka sslc,10209,2,B.Tech/B.E.,computer engineering,66.0,10209.0,1,Karnataka,2013,500,440,500,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-2.457,-0.9531,-0.7585,0.9066,0.0973
1919,1919,330000,Hyderabad,f,1992-09-30,76.4,cbse,2010.0,81.1,state board,953,2,B.Tech/B.E.,information technology,77.05,953.0,1,Telangana,2014,440,505,380,0.486747008438193,575,-1,376,-1,-1,-1,-1,0.7027,0.5454,-0.9122,-1.6289,-0.4776
1920,1920,240000,Hyderabad,m,1991-07-10,91.0,state board,2009.0,91.0,state board,9074,2,B.Tech/B.E.,computer science & engineering,80.6,9074.0,1,Telangana,2013,475,520,765,0.486747008438193,525,-1,376,-1,-1,-1,-1,0.7027,1.0449,1.0859,,0.6721
1921,1921,400000,pune,m,1990-07-28,75.2,cbse,2007.0,71.2,cbse,8641,2,B.Tech/B.E.,electronics & telecommunications,56.0,8641.0,1,Maharashtra,2012,715,675,615,0.910770164246022,-1,433,-1,-1,-1,313,-1,1.2056,1.2808,-0.1988,-1.2303,-0.7615
1922,1922,550000,Mumbai,m,1991-05-17,82.0,state board,2009.0,88.4,state board,13193,2,B.Tech/B.E.,electronics and electrical engineering,72.46,13193.0,0,Chhattisgarh,2013,660,460,635,0.661834475840071,-1,-1,-1,-1,446,-1,-1,,-1.2861,-2.7565,0.0192,-2.5853
1923,1923,310000,Chennai,m,1992-07-27,91.17,state board,,87.2,state board,8819,2,B.Tech/B.E.,,68.5,8819.0,1,Telangana,2013,555,605,735,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.1336,0.8784,0.4711,-1.3753,-0.4776
1924,1924,225000,Chennai,f,1992-11-20,84.0,cbse,2009.0,68.0,cbse,15481,2,B.Tech/B.E.,electronics and communication engineering,71.0,15481.0,0,Madhya Pradesh,2013,615,450,310,0.649389714846691,-1,356,-1,-1,-1,484,-1,-1.0208,0.0459,-0.9122,-0.4879,0.2889
1925,1925,145000,New Delhi,m,1991-10-20,53.0,state board,2008.0,62.0,state board,3579,2,B.Tech/B.E.,electronics and communication engineering,69.0,3579.0,0,Uttar Pradesh,2014,500,360,330,0.649389714846691,-1,356,-1,-1,-1,-1,-1,-0.159,-0.1206,0.4711,0.7798,0.6721
1926,1926,130000,Bhubaneshwar,m,1991-04-03,71.76,state board,2008.0,61.5,state board,11013,2,B.Tech/B.E.,automobile/automotive engineering,70.09,11013.0,0,Orissa,2013,430,365,355,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.3027,0.8784,0.6248,1.1601,1.0554
1927,1927,145000,Noida,f,1992-01-12,,state board,2010.0,76.6,cbse,14351,2,B.Tech/B.E.,electronics and communication engineering,82.0,14351.0,0,Punjab,2014,520,475,560,0.493596387301038,-1,324,-1,-1,-1,313,-1,0.7027,0.2124,-1.6807,0.7798,0.0973
1928,1928,105000,Bangalore,m,1988-08-12,56.0,state,,76.0,board of technical education,8703,2,B.Tech/B.E.,electronics and communication engineering,58.21,8703.0,0,Karnataka,2012,375,495,435,0.694479327708463,-1,366,-1,-1,-1,-1,-1,-1.8083,0.3838,0.2729,0.1798,-0.1295
1929,1929,430000,Noida,f,1989-12-25,82.0,cbse,2007.0,73.0,cbse,6874,2,B.Tech/B.E.,electrical engineering,63.0,6874.0,0,Uttarakhand,2011,485,355,555,-1.0,-1,-1,-1,-1,-1,-1,-1,0.0464,-0.2793,-0.344,,-0.4455
1930,1930,280000,Ghaziabad,m,1992-01-14,74.3,state board,2008.0,75.6,state board,52,2,B.Tech/B.E.,computer science & engineering,65.3,52.0,0,Uttar Pradesh,2012,520,560,485,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5899,1.0449,0.7785,0.653,0.0973
1931,1931,150000,Ghaziabad,m,1988-06-11,54.8,cbse,2005.0,52.8,cbse,11759,2,MCA,computer application,72.27,11759.0,0,Uttarakhand,2014,335,570,515,0.842248322257836,605,-1,469,-1,-1,-1,-1,-1.7389,-1.4526,-1.3733,0.2727,-2.0105
1932,1932,240000,-1,f,1991-12-14,86.6,cbse,2009.0,78.8,cbse,10236,2,B.Tech/B.E.,electronics & telecommunications,72.8,10236.0,0,Karnataka,2013,735,505,450,0.279258511565122,515,-1,-1,-1,-1,292,-1,,-0.6201,-0.6048,-0.6147,-0.6692
1933,1933,110000,Kolkata,m,1989-06-18,77.65,0,2008.0,69.45,0,12553,2,B.Tech/B.E.,computer engineering,76.0,12553.0,0,West Bengal,2012,380,485,530,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.0355,0.1888,-0.4891,,-0.2875
1934,1934,1030000,Bangalore,f,1991-01-09,91.2,cbse,2009.0,84.8,cbse,285,1,B.Tech/B.E.,computer engineering,92.0,285.0,0,Punjab,2013,615,585,765,0.99405087195167,675,-1,-1,-1,-1,-1,-1,-0.159,0.5454,0.4711,-1.5021,-1.0524
1935,1935,270000,Pune,m,1990-11-21,83.6,state board,2008.0,69.83,state board,2665,2,B.Tech/B.E.,electronics & telecommunications,60.0,2665.0,0,Maharashtra,2013,380,580,470,0.229481754911755,-1,266,-1,-1,-1,206,-1,0.1282,0.5454,-0.7585,-0.995,0.8637
